id,german,english,extra,tags,source_deck
1579035854202,mangeln ..... (es)  + Dat. In unserem Land mangelt es ....  qualifizierten Fachkräften.,mangeln an (es)  + Dat. In unserem Land mangelt es an qualifizierten Fachkräften.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579035884215,mitwirken .... + Dat. Wer hat .... diesem Projekt mitgewirkt?,mitwirken an + Dat. Wer hat an diesem Projekt mitgewirkt?,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579035899266,sich beteiligen .... + Dat. Alle sollten sich ... den Kosten beteiligen. .... diesem Erfolg waren alle gleichermaßen beteiligt.,sich beteiligen an + Dat. Alle sollten sich an den Kosten beteiligen. An diesem Erfolg waren alle gleichermaßen beteiligt.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579035923001,sich erfreuen .... + Dat. Ich erfreue mich ... dem Anblick der schönen Landschaft.,sich erfreuen an + Dat. Ich erfreue mich an dem Anblick der schönen Landschaft.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579035948234,"sich orientieren .... + Dat. In einer fremden Stadt kann man sich ... Stadtplan orientieren. Vielen Jugendlichen fehlt jemand, .... dem sie sich orientieren könnten. Orientiert euch ... dem, was in der Anleitung steht.","sich orientieren an + Dat. In einer fremden Stadt kann man sich am Stadtplan orientieren. Vielen Jugendlichen fehlt jemand, an dem sie sich orientieren könnten. Orientiert euch an dem, was in der Anleitung steht.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579035976073,sich rächen ....  + Dat. Sie haben sich ... ihm für seine Gemeinheiten gerächt. ... wem willst du dich rächen?,sich rächen an + Dat. Sie haben sich an ihm für seine Gemeinheiten gerächt. An wem willst du dich rächen?,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036010184,schreiben ... + Dat. Der Schriftsteller schreibt gerade ... einem neuen Roman. Ich schreibe noch ... der E-Mail.,schreiben an + Dat. Der Schriftsteller schreibt gerade an einem neuen Roman. Ich schreibe noch an der E-Mail.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036031517,sterben .... + Dat. Wo.. ist er gestorben? In den letzten Monaten sind viele alte Menschen .... Grippe gestorben.,sterben an + Dat. Woran ist er gestorben? In den letzten Monaten sind viele alte Menschen an Grippe gestorben.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036058224,teilhaben .... + Dat. Sie lässt niemanden ... ihrem Leben teilhaben. Lass mich doch .... deiner Freude teilhaben!,teilhaben an + Dat. Sie lässt niemanden an ihrem Leben teilhaben. Lass mich doch an deiner Freude teilhaben!,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036081724,teilnehmen ....+ Dat. ... der Demonstration haben etwa 20.000 Menschen teilgenommen.,teilnehmen an + Dat. An der Demonstration haben etwa 20.000 Menschen teilgenommen.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036105267,zunehmen ....+ Dat. Ich habe ... Gewicht zugenommen.,zunehmen an + Dat. Ich habe an Gewicht zugenommen.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036121685,"zweifeln .... + Dat. Ich zweifle .... Wahrheitsgehalt der Geschichte. Sie zweifelt da..., dass er ihr die Wahrheit gesagt hat. Ich weiß nicht, wo... du noch zweifelst.","zweifeln an + Dat. Ich zweifle am Wahrheitsgehalt der Geschichte. Sie zweifelt daran, dass er ihr die Wahrheit gesagt hat. Ich weiß nicht, woran du noch zweifelst.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036155743,sich/etw. anpassen .... + Akk. Wir müssen uns ... die Gegebenheiten anpassen. Man muss seine Erwartungen .... die Wirklichkeit anpassen. Die Firma hat das neue Modell .... den Geschmack der Kunden angepasst.,sich/etw. anpassen an + Akk. Wir müssen uns an die Gegebenheiten anpassen. Man muss seine Erwartungen an die Wirklichkeit anpassen. Die Firma hat das neue Modell an den Geschmack der Kunden angepasst.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036182030,"appellieren ... + Akk. Wir appellieren ... alle anständigen Menschen, Widerstand zu leisten.","appellieren an + Akk. Wir appellieren an alle anständigen Menschen, Widerstand zu leisten.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036197352,"denken ... + Akk. Wo... denkst du gerade?  .... wen denkst du? Denk bitte .... das Buch! Vergiss es bitte nicht. Denk bitte da..., die Blumen zu gießen!","denken an + Akk. Woran denkst du gerade?  An wen denkst du? Denk bitte an das Buch! Vergiss es bitte nicht. Denk bitte daran, die Blumen zu gießen!",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036224510,"sich/jn. erinnern .... + Akk. Ich erinnere mich .... dich. Ich erinnere mich da..., wie wir uns kennengelernt haben.","sich/jn. erinnern an + Akk. Ich erinnere mich an dich. Ich erinnere mich daran, wie wir uns kennengelernt haben.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036251580,"sich gewöhnen .... + Akk. Wir müssen uns ... den neuen Lehrer gewöhnen. Ich habe mich so ... euch gewöhnt, dass ich euch jetzt, wo ihr nicht mehr hier seid, sehr vermisse. Ich habe mich da.... gewöhnt, jeden Morgen gut zu frühstücken. Mit der Zeit habe ich mich da.... gewöhnt.","sich gewöhnen an + Akk. Wir müssen uns an den neuen Lehrer gewöhnen. Ich habe mich so an euch gewöhnt, dass ich euch jetzt, wo ihr nicht mehr hier seid, sehr vermisse. Ich habe mich daran gewöhnt, jeden Morgen gut zu frühstücken. Mit der Zeit habe ich mich daran gewöhnt.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036278964,glauben ... + Akk. Wo.... kann man heutzutage noch glauben? Glaubst du .... ein Leben nach dem Tod?,glauben an + Akk. Woran kann man heutzutage noch glauben? Glaubst du an ein Leben nach dem Tod?,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036298535,"sich halten .... + Akk. Halten Sie sich ... den Hausmeister, wenn Sie Hilfe brauchen. Alle müssen sich ... die Regeln halten.  Er hat sich nicht ... unsere Abmachung gehalten.","sich halten an + Akk. Halten Sie sich an den Hausmeister, wenn Sie Hilfe brauchen. Alle müssen sich an die Regeln halten.  Er hat sich nicht an unsere Abmachung gehalten.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036318813,liefern ... + Akk. Können Sie die Waren bitte ... meine Adresse liefern?,liefern an + Akk. Können Sie die Waren bitte an meine Adresse liefern?,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036335343,"sich machen .... + Akk. Wir sollten uns jetzt aber wirklich ... die Arbeit machen. Sie hat sich da.. gemacht, die Fensterrahmen zu streichen.","sich machen an + Akk. Wir sollten uns jetzt aber wirklich an die Arbeit machen. Sie hat sich daran gemacht, die Fensterrahmen zu streichen.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036354827,sich/etw. richten .... + Akk. ... wen richtet sich diese Botschaft? Das Buch richtet sich ... das Verantwortungsbewusstsein der Leser. Ich möchte noch ein paar Worte ... die Gäste richten.,sich/etw. richten an + Akk. An wen richtet sich diese Botschaft? Das Buch richtet sich an das Verantwortungsbewusstsein der Leser. Ich möchte noch ein paar Worte an die Gäste richten.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036377133,schicken ... + Akk. Ich habe die E-Mail ... alle Freunde geschickt.  .. wen soll ich den Brief schicken?,schicken an + Akk. Ich habe die E-Mail an alle Freunde geschickt.  An wen soll ich den Brief schicken?,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036401203,senden .... + Akk. Senden Sie bitte eine Kopie ... mich.,senden an + Akk. Senden Sie bitte eine Kopie an mich.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036415630,schreiben ... + Akk. ... wen schreibst du? Ich schreibe ... einen Freund.,schreiben an + Akk. An wen schreibst du? Ich schreibe an einen Freund.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036432413,"sich wenden .... + Akk. Wenden Sie sich bitte ... unsere Mitarbeiter, wenn Sie weitere Informationen benötigen. ... wen kann ich mich wenden, wenn ich Hilfe brauche?","sich wenden an + Akk. Wenden Sie sich bitte an unsere Mitarbeiter, wenn Sie weitere Informationen benötigen. An wen kann ich mich wenden, wenn ich Hilfe brauche?",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036454989,basieren .... + Dat. Der Film basiert ... einer wahren Geschichte.,basieren auf + Dat. Der Film basiert auf einer wahren Geschichte.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036473233,"beharren ....+ Dat. Er beharrt ... seinem Standpunkt.  Sie beharrte da..., persönlich mit der Bürgermeisterin zu sprechen.","beharren auf + Dat. Er beharrt auf seinem Standpunkt.  Sie beharrte darauf, persönlich mit der Bürgermeisterin zu sprechen.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036492068,beruhen ... + Dat. Der Roman beruht ... einer wahren Begebenheit. Die Abneigung beruht .... Gegenseitigkeit. Wir sollten die Sache ... sich beruhen lassen.,beruhen auf + Dat. Der Roman beruht auf einer wahren Begebenheit. Die Abneigung beruht auf Gegenseitigkeit. Wir sollten die Sache auf sich beruhen lassen.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036512925,"bestehen .... + Dat. Ich bestehe .... meinem Recht, das defekte Gerät umzutauschen. Der Lehrer besteht da...., dass die Handys während der Prüfung ausgeschaltet","bestehen auf + Dat. Ich bestehe auf meinem Recht, das defekte Gerät umzutauschen. Der Lehrer besteht darauf, dass die Handys während der Prüfung ausgeschaltet",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036539622,ruhen ....+ Dat. Alle Hoffnungen ruhen ... ihm.,ruhen auf + Dat. Alle Hoffnungen ruhen auf ihm.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036557325,"achten ... + Akk. Achtet bitte ... eure Wertgegenstände, denn hier gibt es Taschendiebe! Wo... muss man achten, wenn man eine Wohnung kaufen will? Achtet da..., was ihr sagt!","achten auf + Akk. Achtet bitte auf eure Wertgegenstände, denn hier gibt es Taschendiebe! Worauf muss man achten, wenn man eine Wohnung kaufen will? Achtet darauf, was ihr sagt!",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036582576,"ankommen ... (es) + Akk. Wo.. kommt es an? Es kommt ... die richtige Mischung an. Es kommt da... an, den Gegner nicht zu unterschätzen.","ankommen auf (es) + Akk. Worauf kommt es an? Es kommt auf die richtige Mischung an. Es kommt darauf an, den Gegner nicht zu unterschätzen.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036607362,anspielen ... + Akk. Sie spielt immer ... den Vorfall vor drei Jahren an.,anspielen auf + Akk. Sie spielt immer auf den Vorfall vor drei Jahren an.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036622377,"jm. antworten ... + Akk. Ich antworte gern ... deine Frage. Ich habe da... geantwortet, dass ich noch nichts Genaues wisse.","jm. antworten auf + Akk. Ich antworte gern auf deine Frage. Ich habe darauf geantwortet, dass ich noch nichts Genaues wisse.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036645209,aufpassen ... + Akk. Du musst gut ... deine Sachen aufpassen. Ich lasse mein Handy hier ... dem Tisch. Kannst du bitte da....     aufpassen?,aufpassen auf + Akk. Du musst gut auf deine Sachen aufpassen. Ich lasse mein Handy hier auf dem Tisch. Kannst du bitte darauf aufpassen?,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036668790,sich belaufen .... + Akk. Die Kosten belaufen sich ... 299 Euro. Der Schaden beläuft sich ...1989 Euro.,sich belaufen auf + Akk. Die Kosten belaufen sich auf 299 Euro. Der Schaden beläuft sich auf 1989 Euro.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036689649,sich berufen ... + Akk. Die Zeitung beruft sich in dem Artikel ... eine sichere Quelle. Er beruft sich .....  sein Recht zur freien Meinungsäußerung.,sich berufen auf + Akk. Die Zeitung beruft sich in dem Artikel auf eine sichere Quelle. Er beruft sich auf sein Recht zur freien Meinungsäußerung.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036706594,sich beschränken ... + Akk. Wir sollten uns ...... das Wesentliche beschränken. Die Zahl der freien Plätze in diesem Kurs beschränkt sich ... 10. Die Fördermaßnahmen beschränken sich ... Gemeinden mit weniger als 5.000 Einwohnern.,sich beschränken auf + Akk. Wir sollten uns auf das Wesentliche beschränken. Die Zahl der freien Plätze in diesem Kurs beschränkt sich auf 10. Die Fördermaßnahmen beschränken sich auf Gemeinden mit weniger als 5.000 Einwohnern.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036733133,sich besinnen ....+ Akk. Wir müssen uns .... unsere Stärken besinnen.,sich besinnen auf + Akk. Wir müssen uns auf unsere Stärken besinnen.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036751395,"sich beziehen .... + Akk. Ich beziehe mich ... das, was Sie vorhin erwähnt haben. Meine Frage bezieht sich ... die Garantiebestimmungen.","sich beziehen auf + Akk. Ich beziehe mich auf das, was Sie vorhin erwähnt haben. Meine Frage bezieht sich auf die Garantiebestimmungen.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036767954,"jn. bringen ... + Akk. Wer hat dich ... diese Idee gebracht? Das bringt mich ... eine Idee. Wer hat dich bloß da... gebracht, dies zu tun?","jn. bringen auf + Akk. Wer hat dich auf diese Idee gebracht? Das bringt mich auf eine Idee. Wer hat dich bloß darauf gebracht, dies zu tun?",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036789445,"drängen ... + Akk. Alle haben ....eine schnelle Entscheidung gedrängt.  Er drängt schon seit geraumer Zeit da..., endlich anzufangen.","drängen auf + Akk. Alle haben auf eine schnelle Entscheidung gedrängt.  Er drängt schon seit geraumer Zeit darauf, endlich anzufangen.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036819740,"eingehen ... + Akk. Sie ist nicht ... meine Frage eingegangen. Ich möchte jetzt noch kurz ... das eingehen, was Sie eben gesagt haben.","eingehen auf + Akk. Sie ist nicht auf meine Frage eingegangen. Ich möchte jetzt noch kurz auf das eingehen, was Sie eben gesagt haben.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036841926,"sich einigen ... + Akk. Wir sollten versuchen, uns ... einen Kompromiss zu einigen. Wor..habt ihr euch geeinigt? Wir haben uns da.. geeinigt, die Klassenfahrt nach Berlin zu machen","sich einigen auf + Akk. Wir sollten versuchen, uns auf einen Kompromiss zu einigen. Worauf habt ihr euch geeinigt? Wir haben uns darauf geeinigt, die Klassenfahrt nach Berlin zu machen",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036867356,einladen ... + Akk. Ich würde dich gern .. einen Kaffee einladen. Sie hat mich ... ihre Geburtstagsfeier eingeladen.,einladen auf + Akk. Ich würde dich gern auf einen Kaffee einladen. Sie hat mich auf ihre Geburtstagsfeier eingeladen.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036892292,sich einlassen .... + Akk. Er provoziert gern. Am besten lässt du dich gar nicht da... ein. Ich hätte mich nicht da... einlassen sollen.,sich einlassen auf + Akk. Er provoziert gern. Am besten lässt du dich gar nicht darauf ein. Ich hätte mich nicht darauf einlassen sollen.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036915505,sich einstellen .... + Akk. Der Klimawandel schreitet voran und wir müssen uns ... höhere Temperaturen und mehr extreme Wetterereignisse einstellen.,sich einstellen auf + Akk. Der Klimawandel schreitet voran und wir müssen uns auf höhere Temperaturen und mehr extreme Wetterereignisse einstellen.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036937799,(sich) erhöhen .... + Akk. Die Zahl der Opfer erhöhte sich ... 13.,(sich) erhöhen auf + Akk. Die Zahl der Opfer erhöhte sich auf 13.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036960254,"sich freuen ..... + Akk. Morgen sehen wir uns endlich. Ich freue mich sehr ... deinen Besuch. Ich freue mich da..., dich bald wiederzusehen.","sich freuen auf + Akk. Morgen sehen wir uns endlich. Ich freue mich sehr auf deinen Besuch. Ich freue mich darauf, dich bald wiederzusehen.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579036981650,"jn. hinweisen ... + Akk. Das Schild weist .. die Gefahr hin.  Die Lehrerin hat .... den Fehler hingewiesen. Der Kursleiter hat da.... hingewiesen, dass die Schüler sich bis zum Ende des Monats für die Prüfung anmelden müssen.","jn. hinweisen auf + Akk. Das Schild weist auf die Gefahr hin.  Die Lehrerin hat auf den Fehler hingewiesen. Der Kursleiter hat darauf hingewiesen, dass die Schüler sich bis zum Ende des Monats für die Prüfung anmelden müssen.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037017137,hoffen ....+ Akk. Es regnet schon seit Tagen und wir hoffen .... besseres Wetter.,hoffen auf + Akk. Es regnet schon seit Tagen und wir hoffen auf besseres Wetter.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037035660,"hören ....+ Akk. Warum hörst du nicht ....  mich? Du solltest .... das, was sie sagt, hören.","hören auf + Akk. Warum hörst du nicht auf mich? Du solltest auf das, was sie sagt, hören.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037070867,"kommen .... + Akk. Wie bist du bloß .....  diese Idee gekommen? Wie kommst du da.....? Ich dachte, der Name würde mir wieder einfallen, aber ich bin nicht mehr da... gekommen, wie er heißt.","kommen auf + Akk. Wie bist du bloß auf diese Idee gekommen? Wie kommst du darauf? Ich dachte, der Name würde mir wieder einfallen, aber ich bin nicht mehr darauf gekommen, wie er heißt.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037111102,sich konzentrieren ... + Akk. Es ist laut und ich kann mich nicht .... meine Arbeit konzentrieren.,sich konzentrieren auf + Akk. Es ist laut und ich kann mich nicht auf meine Arbeit konzentrieren.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037132049,reagieren ....+ Akk. Wie haben sie ..... deine Entscheidung reagiert? Sie haben überhaupt nicht da..... reagiert.,reagieren auf + Akk. Wie haben sie auf deine Entscheidung reagiert? Sie haben überhaupt nicht darauf reagiert.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037150768,sich/etw. richten .... + Akk. Alle Augen richteten sich ....den Schiedsrichter. Wir sollten unsere ganze Aufmerksamkeit ...dieses Problem richten.,sich/etw. richten auf + Akk. Alle Augen richteten sich auf den Schiedsrichter. Wir sollten unsere ganze Aufmerksamkeit auf dieses Problem richten.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037174738,schießen ....+ Akk. Die Mannschaft hat kein einziges Mal .... das gegnerische Tor geschossen,schießen auf + Akk. Die Mannschaft hat kein einziges Mal auf das gegnerische Tor geschossen,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037192964,schimpfen ....+ Akk. Er schimpft ständig .... seine Nachbarn.,schimpfen auf + Akk. Er schimpft ständig auf seine Nachbarn.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037205738,schwören .....+ Akk. Sie schwört ..... dieses Heilmittel. Ihrer Meinung nach gibt es nichts Besseres.,schwören auf + Akk. Sie schwört auf dieses Heilmittel. Ihrer Meinung nach gibt es nichts Besseres.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037230366,sinken ....+ Akk. Die Arbeitslosenzahlen sind .... den tiefsten Wert seit 10 Jahren gesunken. Das Schiff sank .... den Meeresgrund.,sinken auf + Akk. Die Arbeitslosenzahlen sind auf den tiefsten Wert seit 10 Jahren gesunken. Das Schiff sank auf den Meeresgrund.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037253993,"sich spezialisieren .....+ Akk. Sie haben sich da... spezialisiert, defekte Handys zu reparieren.","sich spezialisieren auf + Akk. Sie haben sich darauf spezialisiert, defekte Handys zu reparieren.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037279012,"stehen ....+ Akk. Ich glaube, sie steht ... dich. Sie schaut dich immer so verliebt an.","stehen auf + Akk. Ich glaube, sie steht auf dich. Sie schaut dich immer so verliebt an.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037302619,steigen ....+ Akk. Die Temperaturen sollen morgen .... einen neuen Rekordwert steigen.,steigen auf + Akk. Die Temperaturen sollen morgen auf einen neuen Rekordwert steigen.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037322819,"sich verlassen .... + Akk. Du kannst dich ... mich verlassen.  Du kannst dich da... verlassen, dass ich dir helfe.","sich verlassen auf + Akk. Du kannst dich auf mich verlassen.  Du kannst dich darauf verlassen, dass ich dir helfe.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037353762,"verschieben ...+ Akk. Du solltest die Dinge, die du zu erledigen hast, nicht immer ... später verschieben. Da einige Kollegen krank sind, haben wir die Sitzung .... nächste Woche verschoben.","verschieben auf + Akk. Du solltest die Dinge, die du zu erledigen hast, nicht immer auf später verschieben. Da einige Kollegen krank sind, haben wir die Sitzung auf nächste Woche verschoben.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037386642,"vertrauen ..... + Akk. Vertrau ... deine Fähigkeiten! Wir haben da.... vertraut, dass der Brief pünktlich kommt.","vertrauen auf + Akk. Vertrau auf deine Fähigkeiten! Wir haben darauf vertraut, dass der Brief pünktlich kommt.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037424010,"verzichten .... + Akk. Die meisten Menschen sind nicht bereit, ..... ihren Wohlstand zu verzichten. Die Sportlerin hat da.... verzichtet, an diesem Wettkampf teilzunehmen.","verzichten auf + Akk. Die meisten Menschen sind nicht bereit, auf ihren Wohlstand zu verzichten. Die Sportlerin hat darauf verzichtet, an diesem Wettkampf teilzunehmen.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037449125,sich/jn. vorbereiten ..... + Akk. Die Lehrerin bereitet ihre Schüler gut .... die Prüfung vor. Ich wurde von der Situation völlig überrascht. Ich war nicht da.... vorbereitet.,sich/jn. vorbereiten auf + Akk. Die Lehrerin bereitet ihre Schüler gut auf die Prüfung vor. Ich wurde von der Situation völlig überrascht. Ich war nicht darauf vorbereitet.,,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037477520,"warten .... + Akk. Die Kinder warten .... den Bus. Wo....  wartest du?  Ich warte da...., dass es endlich aufhört zu regnen. Ich warte .... meine Schwester. Und .....  wen wartest du?","warten auf + Akk. Die Kinder warten auf den Bus. Worauf wartest du?  Ich warte darauf, dass es endlich aufhört zu regnen. Ich warte auf meine Schwester. Und auf wen wartest du?",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
1579037509280,"wirken .... + Akk. Es wurde noch nicht erprobt, wie das Medikament ..... den menschlichen Körper wirkt. Sie wirkt ..... mich, als sei sie verwirrt.","wirken auf + Akk. Es wurde noch nicht erprobt, wie das Medikament auf den menschlichen Körper wirkt. Sie wirkt auf mich, als sei sie verwirrt.",,,Verben_mit_Prpositionen_und_Beispiele_A1_bis_C2_365_verb_
